KOs	KO_count	KO_frequency
K01132	0	0.0000000000
K01133	16	0.0382775120
K01134	0	0.0000000000
K01135	0	0.0000000000
K01136	0	0.0000000000
K01137	0	0.0000000000
K01138	16	0.0382775120
K01139	416	0.9952153110
K01141	0	0.0000000000
K01142	411	0.9832535885
K01143	11	0.0263157895
K01146	0	0.0000000000
K01147	0	0.0000000000
K01148	0	0.0000000000
K01149	0	0.0000000000
K01150	71	0.1698564593
K01151	164	0.3923444976
K01152	0	0.0000000000
K01153	335	0.8014354067
K01154	352	0.8421052632
K01155	112	0.2679425837
K01156	230	0.5502392344
K01157	0	0.0000000000
K01158	0	0.0000000000
K01159	415	0.9928229665
K01160	21	0.0502392344
K01161	0	0.0000000000
K01163	172	0.4114832536
K01164	0	0.0000000000
K01165	1	0.0023923445
K01166	0	0.0000000000
K01167	78	0.1866028708
K01168	0	0.0000000000
K01169	7	0.0167464115
K01170	0	0.0000000000
