KOs	KO_count	KO_frequency
K00805	0	0.0000000000
K00806	120	1.0000000000
K00807	0	0.0000000000
K00808	0	0.0000000000
K00809	14	0.1166666667
K00810	0	0.0000000000
K00811	0	0.0000000000
K00812	102	0.8500000000
K00813	19	0.1583333333
K00814	0	0.0000000000
K00815	0	0.0000000000
K00816	0	0.0000000000
K00817	117	0.9750000000
K00818	0	0.0000000000
K00819	15	0.1250000000
K00820	118	0.9833333333
K00821	120	1.0000000000
K00822	0	0.0000000000
K00823	7	0.0583333333
K00824	23	0.1916666667
K00825	0	0.0000000000
K00826	120	1.0000000000
K00827	1	0.0083333333
K00830	61	0.5083333333
K00831	22	0.1833333333
K00832	2	0.0166666667
K00833	68	0.5666666667
K00835	5	0.0416666667
K00836	6	0.0500000000
K00837	0	0.0000000000
K00838	0	0.0000000000
K00839	0	0.0000000000
K00840	0	0.0000000000
K00841	0	0.0000000000
K00843	0	0.0000000000
K00844	1	0.0083333333
K00845	94	0.7833333333
K00846	0	0.0000000000
K00847	22	0.1833333333
K00848	3	0.0250000000
K00849	9	0.0750000000
K00850	114	0.9500000000
K00851	3	0.0250000000
K00852	17	0.1416666667
K00853	0	0.0000000000
K00854	2	0.0166666667
K00855	5	0.0416666667
K00856	1	0.0083333333
K00857	0	0.0000000000
K00858	120	1.0000000000
K00859	120	1.0000000000
K00860	46	0.3833333333
K00861	0	0.0000000000
K00862	0	0.0000000000
K00863	0	0.0000000000
K00864	79	0.6583333333
K00865	24	0.2000000000
K00866	0	0.0000000000
K00867	0	0.0000000000
K00868	24	0.2000000000
K00869	0	0.0000000000
K00871	0	0.0000000000
K00872	0	0.0000000000
K00873	116	0.9666666667
K00874	4	0.0333333333
K00875	0	0.0000000000
K00876	1	0.0083333333
K00877	0	0.0000000000
K00878	79	0.6583333333
K00879	0	0.0000000000
K00880	0	0.0000000000
K00881	0	0.0000000000
K00882	7	0.0583333333
K00883	0	0.0000000000
K00884	0	0.0000000000
K00885	0	0.0000000000
K00886	2	0.0166666667
K00887	62	0.5166666667
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	115	0.9583333333
K00892	0	0.0000000000
K00893	0	0.0000000000
K00894	2	0.0166666667
K00895	13	0.1083333333
K00897	16	0.1333333333
K00898	0	0.0000000000
K00899	5	0.0416666667
K00900	0	0.0000000000
K00901	0	0.0000000000
K00902	0	0.0000000000
K00903	62	0.5166666667
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	1	0.0083333333
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	0	0.0000000000
K00910	0	0.0000000000
K00911	0	0.0000000000
K00912	97	0.8083333333
K00913	0	0.0000000000
K00914	0	0.0000000000
K00915	0	0.0000000000
K00916	0	0.0000000000
K00917	0	0.0000000000
K00918	0	0.0000000000
K00919	120	1.0000000000
K00920	0	0.0000000000
K00921	0	0.0000000000
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	0	0.0000000000
K00925	99	0.8250000000
K00926	24	0.2000000000
K00927	120	1.0000000000
K00928	119	0.9916666667
K00929	51	0.4250000000
K00930	120	1.0000000000
K00931	117	0.9750000000
K00932	0	0.0000000000
K00933	0	0.0000000000
K00934	5	0.0416666667
K00936	46	0.3833333333
K00937	32	0.2666666667
K00938	0	0.0000000000
K00939	119	0.9916666667
K00940	116	0.9666666667
K00941	100	0.8333333333
K00942	119	0.9916666667
K00943	119	0.9916666667
K00944	1	0.0083333333
