KOs	KO_count	KO_frequency
K00821	5680	0.6521239954
K00822	4717	0.5415614237
K00823	2249	0.2582089552
K00824	3345	0.3840413318
K00825	2	0.0002296211
K00826	8449	0.9700344432
K00827	87	0.0099885189
K00830	3472	0.3986222732
K00831	8631	0.9909299656
K00832	4844	0.5561423651
K00833	7242	0.8314580941
K00835	2120	0.2433983927
K00836	3716	0.4266360505
K00837	50	0.0057405281
K00838	0	0.0000000000
K00839	1245	0.1429391504
K00840	4391	0.5041331803
K00841	8	0.0009184845
K00843	0	0.0000000000
K00844	4	0.0004592423
K00845	6475	0.7433983927
K00846	95	0.0109070034
K00847	4956	0.5690011481
K00848	1192	0.1368541906
K00849	2240	0.2571756602
K00850	2150	0.2468427095
K00851	5874	0.6743972445
K00852	6160	0.7072330654
K00853	1320	0.1515499426
K00854	4629	0.5314580941
K00855	3295	0.3783008037
K00856	996	0.1143513203
K00857	4256	0.4886337543
K00858	8686	0.9972445465
K00859	8661	0.9943742824
K00860	3455	0.3966704937
K00861	0	0.0000000000
K00862	668	0.0766934558
K00863	1873	0.2150401837
K00864	7786	0.8939150402
K00865	4662	0.5352468427
K00866	2	0.0002296211
K00867	3287	0.3773823192
K00868	5098	0.5853042480
K00869	184	0.0211251435
K00871	5	0.0005740528
K00872	2706	0.3106773823
K00873	8114	0.9315729047
K00874	5131	0.5890929966
K00875	1885	0.2164179104
K00876	2774	0.3184845006
K00877	109	0.0125143513
K00878	2757	0.3165327210
K00879	1437	0.1649827784
K00880	1414	0.1623421355
K00881	345	0.0396096441
K00882	3935	0.4517795637
K00883	4219	0.4843857635
K00884	12	0.0013777268
K00885	1005	0.1153846154
K00886	697	0.0800229621
K00887	7032	0.8073478760
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	2475	0.2841561424
K00892	1897	0.2177956372
K00893	0	0.0000000000
K00894	20	0.0022962113
K00895	301	0.0345579793
K00897	561	0.0644087256
K00898	1	0.0001148106
K00899	1813	0.2081515499
K00900	1	0.0001148106
K00901	3	0.0003444317
K00902	0	0.0000000000
K00903	1933	0.2219288175
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	4128	0.4739380023
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	2	0.0002296211
K00910	6	0.0006888634
K00911	0	0.0000000000
K00912	8245	0.9466130884
K00913	3	0.0003444317
K00914	0	0.0000000000
K00915	1	0.0001148106
K00916	0	0.0000000000
K00917	50	0.0057405281
K00918	38	0.0043628014
K00919	8493	0.9750861079
K00920	0	0.0000000000
K00921	9	0.0010332951
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	10	0.0011481056
K00925	6154	0.7065442021
K00926	2933	0.3367393800
K00927	8671	0.9955223881
K00928	8187	0.9399540758
K00929	39	0.0044776119
K00930	7965	0.9144661309
K00931	8476	0.9731343284
K00932	602	0.0691159587
K00933	3	0.0003444317
K00934	1	0.0001148106
K00936	2636	0.3026406429
K00937	8061	0.9254879449
K00938	25	0.0028702641
K00939	5196	0.5965556831
K00940	8658	0.9940298507
K00941	7847	0.9009184845
K00942	8680	0.9965556831
K00943	8631	0.9909299656
K00944	3545	0.4070034443
K00945	8361	0.9599311137
K00946	7504	0.8615384615
K00947	139	0.0159586682
K00948	8693	0.9980482204
K00949	1235	0.1417910448
K00950	8407	0.9652123995
K00951	141	0.0161882893
K00952	17	0.0019517796
K00953	241	0.0276693456
K00954	8653	0.9934557979
K00955	3282	0.3768082664
K00956	4445	0.5103329506
K00957	7256	0.8330654420
K00958	715	0.0820895522
K00960	0	0.0000000000
K00962	8700	0.9988518944
K00963	2529	0.2903559127
K00965	2220	0.2548794489
K00966	267	0.0306544202
K00967	24	0.0027554535
K00968	0	0.0000000000
K00969	7925	0.9098737084
K00970	8415	0.9661308840
K00971	322	0.0369690011
K00972	0	0.0000000000
K00973	7788	0.8941446613
K00974	6633	0.7615384615
K00975	3962	0.4548794489
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	2029	0.2329506315
K00979	8402	0.9646383467
K00980	681	0.0781859931
K00981	8679	0.9964408726
K00982	8465	0.9718714122
K00983	258	0.0296211251
K00984	905	0.1039035591
K00985	0	0.0000000000
K00986	4311	0.4949483352
K00987	0	0.0000000000
K00988	287	0.0329506315
K00989	8489	0.9746268657
K00990	8453	0.9704936854
K00991	6292	0.7223880597
K00992	6343	0.7282433984
K00993	8	0.0009184845
K00994	0	0.0000000000
K00995	45	0.0051664753
K00996	570	0.0654420207
K00997	5879	0.6749712974
K00998	3082	0.3538461538
K00999	5	0.0005740528
K01000	8680	0.9965556831
K01001	0	0.0000000000
K01002	2073	0.2380022962
K01003	1443	0.1656716418
K01004	2239	0.2570608496
K01005	37	0.0042479908
K01006	2351	0.2699196326
K01007	6238	0.7161882893
K01008	4821	0.5535017222
K01009	602	0.0691159587
K01011	7495	0.8605051665
K01012	7750	0.8897818599
K01013	867	0.0995407577
K01014	542	0.0622273249
K01015	3	0.0003444317
K01016	123	0.0141216992
K01017	175	0.0200918485
K01019	36	0.0041331803
K01020	99	0.0113662457
K01021	1493	0.1714121699
K01022	156	0.0179104478
K01023	1144	0.1313432836
K01024	214	0.0245694604
K01025	10	0.0011481056
K01026	1608	0.1846153846
K01027	78	0.0089552239
K01028	5134	0.5894374282
K01029	5154	0.5917336395
K01031	2455	0.2818599311
K01032	2458	0.2822043628
K01034	776	0.0890929966
K01035	658	0.0755453502
K01039	2227	0.2556831228
K01040	2215	0.2543053961
K01041	4661	0.5351320321
K01042	3415	0.3920780712
K01043	204	0.0234213548
K01044	32	0.0036739380
K01045	134	0.0153846154
K01046	5818	0.6679678530
K01047	182	0.0208955224
K01048	5333	0.6122847302
K01049	44	0.0050516648
K01050	45	0.0051664753
K01051	1225	0.1406429392
K01052	461	0.0529276693
K01053	3782	0.4342135476
