KOs	KO_count	KO_frequency
K00914	0	0.0000000000
K00915	10	0.0030220610
K00916	0	0.0000000000
K00917	1184	0.3578120278
K00918	134	0.0404956180
K00919	3206	0.9688727712
K00920	0	0.0000000000
K00921	0	0.0000000000
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	0	0.0000000000
K00925	3021	0.9129646419
K00926	612	0.1849501360
K00927	3303	0.9981867634
K00928	3259	0.9848896948
K00929	50	0.0151103052
K00930	3115	0.9413720157
K00931	3180	0.9610154125
K00932	0	0.0000000000
K00933	1	0.0003022061
K00934	0	0.0000000000
K00936	2939	0.8881837413
K00937	2961	0.8948322756
K00938	324	0.0979147779
K00939	3291	0.9945602901
K00940	3044	0.9199153823
K00941	2891	0.8736778483
K00942	3270	0.9882139619
K00943	3272	0.9888183741
K00944	44	0.0132970686
K00945	3020	0.9126624358
K00946	2944	0.8896947718
K00947	21	0.0063463282
K00948	3303	0.9981867634
K00949	553	0.1671199758
K00950	1628	0.4919915382
K00951	6	0.0018132366
K00952	42	0.0126926564
K00953	0	0.0000000000
K00954	3274	0.9894227863
K00955	881	0.2662435781
K00956	1758	0.5312783318
K00957	2285	0.6905409489
K00958	293	0.0885463886
K00960	0	0.0000000000
K00962	3300	0.9972801451
K00963	1395	0.4215775159
K00965	2462	0.7440314294
K00966	1645	0.4971290420
K00967	2	0.0006044122
K00968	9	0.0027198549
K00969	3285	0.9927470535
K00970	3137	0.9480205500
K00971	1313	0.3967966153
K00972	0	0.0000000000
K00973	3014	0.9108491992
K00974	202	0.0610456331
K00975	2592	0.7833182230
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	725	0.2190994258
K00979	56	0.0169235419
K00980	836	0.2526443034
K00981	3289	0.9939558779
K00982	3116	0.9416742218
K00983	9	0.0027198549
K00984	304	0.0918706558
K00985	0	0.0000000000
K00986	933	0.2819582956
K00987	0	0.0000000000
K00988	1	0.0003022061
K00989	3224	0.9743124811
K00990	2038	0.6158960411
K00991	2419	0.7310365669
K00992	105	0.0317316410
K00993	155	0.0468419462
K00994	1	0.0003022061
K00995	908	0.2744031429
K00996	2	0.0006044122
K00997	2962	0.8951344817
K00998	3	0.0009066183
K00999	14	0.0042308855
K01000	3293	0.9951647023
K01001	0	0.0000000000
K01002	71	0.0214566334
K01003	35	0.0105772137
K01004	220	0.0664853430
K01005	3287	0.9933514657
K01006	1623	0.4904805077
K01007	907	0.2741009368
K01008	1034	0.3124811121
K01009	745	0.2251435479
K01011	2816	0.8510123905
K01012	2124	0.6418857661
K01013	82	0.0247809006
K01014	210	0.0634632820
K01015	0	0.0000000000
K01016	12	0.0036264733
K01017	7	0.0021154427
K01019	0	0.0000000000
K01020	91	0.0275007555
K01021	121	0.0365669387
K01022	53	0.0160169235
K01023	550	0.1662133575
K01024	46	0.0139014808
K01025	2	0.0006044122
K01026	106	0.0320338471
K01027	259	0.0782713811
K01028	1567	0.4735569659
K01029	1624	0.4907827138
K01031	522	0.1577515866
K01032	522	0.1577515866
K01034	7	0.0021154427
K01035	6	0.0018132366
K01039	1429	0.4318525234
K01040	1423	0.4300392868
K01041	997	0.3012994862
K01042	1015	0.3067391961
K01043	61	0.0184345724
K01044	49	0.0148080991
K01045	16	0.0048352977
K01046	2631	0.7951042611
K01047	41	0.0123904503
K01048	1220	0.3686914476
K01049	132	0.0398912058
K01050	23	0.0069507404
K01051	431	0.1302508311
K01052	104	0.0314294349
K01053	1359	0.4106980961
K01054	2404	0.7265034754
K01055	3173	0.9588999698
K01056	3273	0.9891205802
K01057	2938	0.8878815352
K01058	4	0.0012088244
K01059	0	0.0000000000
K01060	1196	0.3614385011
K01061	2396	0.7240858265
K01062	182	0.0550015110
K01063	2	0.0006044122
K01064	0	0.0000000000
K01065	0	0.0000000000
K01066	179	0.0540948927
K01067	0	0.0000000000
K01068	103	0.0311272288
K01069	3016	0.9114536114
K01070	11	0.0033242672
K01071	1	0.0003022061
K01073	557	0.1683288002
K01074	2	0.0006044122
K01075	97	0.0293139921
K01076	2	0.0006044122
K01077	270	0.0815956482
K01078	1	0.0003022061
K01079	2941	0.8887881535
K01080	0	0.0000000000
K01081	8	0.0024176488
K01082	1259	0.3804774856
K01083	297	0.0897552131
K01084	0	0.0000000000
K01085	2	0.0006044122
K01086	173	0.0522816561
K01087	2264	0.6841946207
K01089	16	0.0048352977
K01090	0	0.0000000000
K01091	3052	0.9223330311
K01092	3023	0.9135690541
K01093	4	0.0012088244
K01094	0	0.0000000000
K01095	8	0.0024176488
K01096	176	0.0531882744
K01097	0	0.0000000000
K01098	0	0.0000000000
K01099	0	0.0000000000
K01100	0	0.0000000000
K01101	1	0.0003022061
K01102	0	0.0000000000
K01103	0	0.0000000000
K01104	2430	0.7343608341
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	1	0.0003022061
K01111	1	0.0003022061
K01112	0	0.0000000000
K01113	1629	0.4922937443
K01114	1192	0.3602296766
K01115	553	0.1671199758
K01116	0	0.0000000000
K01117	329	0.0994258084
K01118	1234	0.3729223330
K01119	826	0.2496222424
K01120	2	0.0006044122
K01121	1	0.0003022061
K01122	3	0.0009066183
K01123	89	0.0268963433
K01124	6	0.0018132366
K01125	646	0.1952251435
K01126	3152	0.9525536416
K01127	391	0.1181625869
K01128	0	0.0000000000
K01129	3253	0.9830764581
K01130	337	0.1018434572
K01131	1	0.0003022061
K01132	1	0.0003022061
K01133	1244	0.3759443941
K01134	1300	0.3928679359
K01135	130	0.0392867936
K01136	0	0.0000000000
K01137	163	0.0492595950
K01138	297	0.0897552131
K01139	3303	0.9981867634
K01141	10	0.0030220610
